spotify_id,name,artists,popularity,is_explicit,duration,album_name,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris",87,FALSE,250.373,Confessions (Expanded Edition),2004/3/23,0.894,0.791,2,-4.699,1,0.112,0.0183,0,0.0388,0.583,105.018,4
4BSR9I4ExlCJdXJo2GpBD5,Take Your Mask Off (feat. Daniel Caesar & LaToiya Williams),"Tyler, The Creator, Daniel Caesar, LaToiya Williams",74,TRUE,253.909,CHROMAKOPIA,2024/10/28,0.503,0.658,6,-5.823,0,0.154,0.46,0,0.382,0.515,121.784,5
451U7NEyfqtVefeIgSoJF0,NEW LOOK,MISAMO,72,FALSE,196.68,NEW LOOK,2024/10/9,0.516,0.83,2,-4.114,1,0.134,0.177,0.00000226,0.0921,0.433,136.033,4
2jnezASa7o0lP6aif6VrIf,TEFLON DON,Future,71,TRUE,159.893,MIXTAPE PLUTO,2024/9/20,0.916,0.578,11,-6.275,1,0.124,0.00349,0.00402,0.113,0.192,124.005,4
7z7kvUQGwlC6iOl7vMuAr9,Dancing In The Flames,The Weeknd,58,FALSE,220.036,Dancing In The Flames,2024/9/13,0.552,0.73,1,-6.203,1,0.0381,0.0011,0,0.0837,0.162,116.875,4
0T6J3Ipbe06lm7p3grH2bg,Melt Down,DAY6,49,FALSE,165.587,Band Aid,2024/9/2,0.471,0.948,5,-2.62,0,0.0394,0.00609,0,0.116,0.741,184.926,4
6oNLSQX8bcAdbCElZYju3v,Supersonic,fromis_9,73,FALSE,174.146,Supersonic,2024/8/12,0.672,0.801,6,-3.968,0,0.0413,0.0539,0,0.131,0.415,140.025,4
59151GHN7yr5g9B3bqlGdR,Trouble,Eminem,70,TRUE,41.487,The Death of Slim Shady (Coup De Grâce),2024/7/12,0.706,0.85,11,-3.308,1,0.282,0.0532,0,0.109,0.72,82.652,4
6BBc24r3QbIP4Qt3gdUOtZ,毎日 - Every Day,Kenshi Yonezu,66,FALSE,182.14,毎日 - Every Day,2024/5/27,0.761,0.814,11,-6.981,1,0.249,0.075,0.00000381,0.127,0.812,107.007,4
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,59,FALSE,261.466,HIT ME HARD AND SOFT,2024/5/17,0.467,0.247,6,-12.002,0,0.0431,0.612,0.000271,0.17,0.126,148.101,4
3fO566xJgwxIa3qGCGBvIC,Fresh Out The Slammer,Taylor Swift,36,FALSE,210.789,THE TORTURED POETS DEPARTMENT,2024/4/18,0.303,0.489,9,-9.357,1,0.0443,0.621,0,0.111,0.325,77.403,4
5zBO8f5BKQX4VNR3ILfDXk,Impossible,RIIZE,53,FALSE,182.332,Impossible,2024/4/18,0.765,0.809,1,-4.325,0,0.0957,0.00538,0.00000653,0.0721,0.813,128.007,4
7eUt3Ed2PSocfPSVaNhAEI,地獄恋文,tuki.,73,FALSE,167.973,地獄恋文,2024/4/16,0.505,0.921,0,-3.79,1,0.0648,0.0871,0,0.352,0.788,184.93,4
39gaUtq2z4ejJbno7tWHbL,T.B.H,QWER,61,FALSE,175.88,1st Mini Album 'MANITO',2024/4/1,0.546,0.963,2,-1.283,1,0.109,0.0517,0,0.186,0.678,178.026,4
2UDARQiksl207HcSduDpov,LEVII'S JEANS,"Beyoncé, Post Malone",43,TRUE,257.699,COWBOY CARTER,2024/3/29,0.755,0.43,1,-7.482,1,0.0359,0.302,0.00000271,0.121,0.325,115.964,4
3OxL6MuctgZp1e0zxoAZhH,Young Metro,"Future, Metro Boomin, The Weeknd",79,TRUE,205.346,WE DON'T TRUST YOU,2024/3/22,0.716,0.664,6,-7.297,0,0.0571,0.11,0,0.11,0.209,112.054,4
1bJRd2ey6ER7neSxZwYdAG,Kisses (feat. bbyclose),"BL3SS, CamrinWatsin, bbyclose",83,FALSE,138.246,Kisses (feat. bbyclose),2024/3/22,0.793,0.779,9,-4.609,0,0.0581,0.279,0.000311,0.314,0.687,142.002,4
2uqYupMHANxnwgeiXTZXzd,Austin (Boots Stop Workin'),Dasha,92,TRUE,171.782,What Happens Now?,2024/2/16,0.756,0.672,0,-6.743,1,0.0522,0.464,0.00000337,0.108,0.739,114.935,4
3aZSvXuZt8ymQeixzFQM9W,KEYS TO MY LIFE,"Kanye West, Ty Dolla $ign",79,TRUE,174.083,VULTURES 1,2024/2/9,0.487,0.553,11,-8.938,0,0.645,0.133,0,0.115,0.623,80.441,4
587Ks4sb6Wd2qRVS5i9fdW,Big Foot,Nicki Minaj,71,TRUE,262.268,Big Foot,2024/1/29,0.848,0.725,11,-9.595,0,0.457,0.34,0,0.185,0.167,97.032,4
2K7sv1mno9PvbXVBpqvSKn,sneaky,21 Savage,64,TRUE,201.672,american dream,2024/1/12,0.742,0.686,9,-7.527,1,0.149,0.000375,0.00459,0.147,0.312,155.036,4
4I4G0LD277PWvfblYtSf91,Needle (feat. Drake),"Nicki Minaj, Drake",63,TRUE,235.689,Pink Friday 2,2023/12/8,0.807,0.593,7,-7.304,1,0.104,0.316,0.00083,0.137,0.323,110.001,4
06Qo2fYR2KS1F7bL338iVT,Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer",65,FALSE,170.995,GOLDEN,2023/11/3,0.781,0.655,2,-7.073,0,0.0457,0.114,0.00249,0.103,0.493,113.031,4
3bNNvJA7hsGw0wSpGkfOBm,Too Sad to Dance,Jung Kook,83,FALSE,175.911,GOLDEN,2023/11/3,0.558,0.467,10,-6.292,1,0.0809,0.611,0,0.105,0.563,100.518,4
6GXgd1BPD9bUpqw5AntGV5,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,59,FALSE,193.289,1989 (Taylor's Version),2023/10/26,0.586,0.72,0,-5.556,1,0.035,0.000718,0,0.0949,0.481,97.057,4
1K39ty6o1sHwwlZwO6a7wK,Wildest Dreams (Taylor's Version),Taylor Swift,80,FALSE,220.433,1989 (Taylor's Version),2023/10/26,0.581,0.672,8,-7.415,1,0.0739,0.0411,0.0000935,0.118,0.514,140.061,4
6ClYMObS7f3Nn4AiZHYQt3,Cruel Summer - Live from TS | The Eras Tour,Taylor Swift,53,FALSE,229.566,The Cruelest Summer,2023/10/19,0.278,0.907,9,-4.606,1,0.0827,0.126,0,0.89,0.33,83.178,4
5Eh1nj7IjV9lwpcKAkidyY,One Of Your Girls,Troye Sivan,85,FALSE,181.481,Something To Give Each Other,2023/10/13,0.629,0.654,11,-7.852,0,0.0584,0.0878,0.00655,0.22,0.799,93.034,4
3nNmRE0DxHC6ZaKkrpUumS,FINA,"Bad Bunny, Young Miko",90,TRUE,216.327,nadie sabe lo que va a pasar mañana,2023/10/13,0.847,0.724,1,-5.41,1,0.298,0.0869,0.00000111,0.118,0.396,94.601,4
42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",93,TRUE,191.7,UTOPIA,2023/7/28,0.569,0.882,3,-2.777,0,0.06,0.0316,0,0.142,0.201,148.038,4
3YML5IHoqWbw9c9vJJvrvM,Soranji,Mrs. GREEN APPLE,70,FALSE,343.253,ANTENNA,2023/7/4,0.48,0.669,5,-5.168,1,0.0431,0.0693,0,0.149,0.378,155.89,4
2tA3NP12r4niSRhb9Y6AoY,Polaroid,Lim Young Woong,67,FALSE,206.4,Polaroid,2022/11/15,0.703,0.768,0,-3.357,1,0.0289,0.532,0,0.117,0.534,102.966,4
3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,Zach Bryan,87,FALSE,228.013,Something in the Orange,2022/4/22,0.369,0.192,4,-12.151,0,0.04,0.555,0.00000835,0.0954,0.148,175.212,3
2VEt42QSQxILgEf9B50xxm,不是因為天氣晴朗才愛你,理想混蛋,68,FALSE,240.753,不是因為天氣晴朗才愛你,2018/8/6,0.507,0.271,8,-13.185,1,0.0347,0.753,0.00000123,0.0883,0.399,135.783,4
1sIIlVrnPhrvmTrHtzM7tV,点描の唄,"Mrs. GREEN APPLE, Sonoko Inoue",73,FALSE,307.066,青と夏,2018/7/31,0.502,0.631,0,-4.612,1,0.0272,0.447,0,0.103,0.31,152.015,4
5xDrO9DEDJGUQGfyoHvgDJ,Last Christmas,Ariana Grande,84,FALSE,203.653,Christmas Kisses,2013/1/1,0.504,0.8,2,-2.763,1,0.0391,0.125,0,0.109,0.789,205.945,4
6tjituizSxwSmBB5vtgHZE,Holly Jolly Christmas,Michael Bublé,79,FALSE,119.786,Christmas,2011/10/14,0.647,0.465,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,4
7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,Bruno Mars,84,FALSE,220.734,Doo-Wops & Hooligans,2010/5/11,0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
0M7mWKqwTIaVjYyxfZmtTa,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,74,FALSE,195.533,Unleashed,2002/1/1,0.424,0.662,2,-5.547,1,0.0425,0.518,0.00000177,0.0719,0.385,111.758,4
62bOmKYxYg7dhrC6gH9vFn,Bye Bye Bye - From Deadpool and Wolverine Soundtrack,*NSYNC,86,FALSE,200.4,No Strings Attached,2000/3/21,0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4
1wo3UYTeizJHkwYIuLuBPF,Champagne Supernova - Remastered,Oasis,68,FALSE,451.32,(What's The Story) Morning Glory? [Remastered],1995/10/2,0.297,0.825,2,-3.771,1,0.0394,0.464,0.0833,0.354,0.123,150.339,4
0ZoHHROTzwIYeNAHRPedTY,Driving Home for Christmas,Chris Rea,75,FALSE,239.946,New Light Through Old Windows,1988/10/17,0.603,0.705,9,-7.547,1,0.0328,0.556,0.000123,0.342,0.89,90.12,4
5humEOJehpAwMJEJmb0JJ2,The Christmas Song (Merry Christmas To You),Nat King Cole,75,FALSE,190.973,The Nat King Cole Story,1961/9/25,0.31,0.095,1,-17.828,1,0.0366,0.904,0.0000343,0.128,0.188,72.76,4
3yw3m8wgRB4ptDyAvtdhq5,Tomorrow,"Tyler, The Creator",73,TRUE,182.326,CHROMAKOPIA,2024/10/28,0.463,0.541,1,-6.594,1,0.0385,0.811,0.0000661,0.125,0.307,95.827,4
5HVq8nS0pbM6G7YK8M7DY4,愛情的大壞蛋,Amazing Show,55,FALSE,187.266,Amazing Show同名專輯,2024/9/30,0.381,0.844,1,-4.236,0,0.053,0.00263,0,0.203,0.492,167.9,4
1cOboCuWYI2osTOfolMRS6,Tu Boda,"Oscar Maydon, Fuerza Regida",90,TRUE,225.88,Tu Boda,2024/9/26,0.694,0.651,6,-6.968,1,0.0784,0.496,0.0000136,0.0787,0.471,112.648,3
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,82,TRUE,223.192,Short n' Sweet,2024/8/23,0.633,0.725,5,-4.257,1,0.0427,0.0461,0,0.205,0.64,130.504,4
5sQUXxfkbDpauiEXFc4Rcr,RED OUT,Kenshi Yonezu,47,FALSE,151.626,LOST CORNER,2024/8/21,0.738,0.856,7,-7.268,1,0.0761,0.0317,0.0000442,0.109,0.77,125.023,4
34lHeTk1cdLlQLJgmqSY9y,暮色回响 - 电影《默杀》推广曲,张韶涵,62,FALSE,181.38,暮色回响 (电影《默杀》推广曲),2024/7/4,0.553,0.535,8,-6.038,1,0.0348,0.74,0,0.115,0.294,134.802,4
19RybK6XDbAVpcdxSbZL1o,Apple,Charli xcx,86,FALSE,151.739,BRAT,2024/6/7,0.804,0.957,0,-5.452,1,0.034,0.125,0.0174,0.114,0.962,126.035,4
6TGd66r0nlPaYm3KIoI7ET,THE GREATEST,Billie Eilish,58,FALSE,293.84,HIT ME HARD AND SOFT,2024/5/17,0.407,0.192,7,-10.99,1,0.0368,0.637,0.00000333,0.21,0.159,128.173,4
3vnaEaDxMKdBhqA1t0uAwl,Warmth,Lim Young Woong,56,FALSE,235.053,Warmth,2024/5/6,0.354,0.232,5,-7.656,1,0.0329,0.79,0,0.127,0.342,171.198,4
3eh51r6rFWAlGQRlHx9QnQ,Push Ups,Drake,89,TRUE,232.774,Push Ups,2024/4/19,0.598,0.696,2,-4.789,1,0.112,0.0153,0,0.219,0.209,91.057,4
0W0iAC1VGlB82PI6elxFYf,Guilty as Sin?,Taylor Swift,47,FALSE,254.365,THE TORTURED POETS DEPARTMENT,2024/4/18,0.625,0.421,2,-8.297,1,0.0265,0.614,0,0.0801,0.435,94.977,4
59xD5osEFsaNt5PXfIKUnX,Illusion,Dua Lipa,57,FALSE,188.143,Illusion,2024/4/11,0.679,0.772,8,-4.721,0,0.0472,0.0277,0.00000259,0.106,0.709,126.964,4
4J9WveqdoaEUQu1aeoSH9X,Ready ‘24 (feat. Cam’ron),"J. Cole, Cam'ron",71,TRUE,210.133,Might Delete Later,2024/4/5,0.449,0.697,11,-5.342,1,0.323,0.114,0,0.241,0.242,83.699,4
4HLYZKtAd0hUYVpe8NywZr,SEX TAPE,"ØZI, 落日飛車 Sunset Rollercoaster",57,TRUE,255.287,SEX TAPE,2024/3/27,0.713,0.558,10,-6.349,0,0.0344,0.153,0.0000221,0.0855,0.304,124.991,4
14kyXBpg91RVq8bNRDS1q2,true story,Ariana Grande,56,FALSE,163.278,eternal sunshine,2024/3/8,0.725,0.526,9,-6.179,0,0.0629,0.478,0.0000163,0.312,0.377,137.962,4
0UTtK6hregIBOsefavRI26,Holssi,IU,57,FALSE,190.786,The Winning,2024/2/20,0.536,0.446,0,-5.565,1,0.0336,0.806,0,0.396,0.271,101.396,4
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,Mark Ambor,91,FALSE,148.317,Belong Together,2024/2/16,0.646,0.668,2,-5.203,1,0.0282,0.491,0,0.212,0.64,90.969,4
5tEaVciE2GnR28aN6W9cLS,FUK SUMN,"¥$, Kanye West, Ty Dolla $ign",30,TRUE,209.577,VULTURES 1,2024/2/9,0.774,0.818,4,-2.825,0,0.145,0.127,0,0.0529,0.438,142.084,4
4YSa8VQxjzsski1DOsvkHH,DO IT,"Kanye West, Ty Dolla $ign",78,TRUE,225,VULTURES 1,2024/2/9,0.83,0.69,1,-5.87,1,0.0831,0.188,0,0.0795,0.622,107.016,4
1k255f17DRuRbGrfz5Ifmd,wherever u r (ft. V of BTS),"UMI, V",89,FALSE,153.034,wherever u r (ft. V of BTS),2023/12/30,0.69,0.52,8,-8.072,1,0.0355,0.794,0.0000392,0.108,0.225,105.005,3
5KfJvZ0PZzRdwFRaTUDAA7,Somebody,Jung Kook,83,FALSE,168.599,GOLDEN,2023/11/3,0.65,0.679,1,-5.557,0,0.0477,0.286,0,0.136,0.256,106.059,4
3pv7Q5v2dpdefwdWIvE7yH,Shake It Off (Taylor's Version),Taylor Swift,64,FALSE,219.209,1989 (Taylor's Version),2023/10/26,0.632,0.807,7,-5.676,1,0.0738,0.0103,0.0000127,0.29,0.921,160.055,4
7iQXYTyuG13aoeHxGG28Nh,PERRO NEGRO,"Bad Bunny, Feid",92,TRUE,162.767,nadie sabe lo que va a pasar mañana,2023/10/13,0.911,0.778,5,-2.248,1,0.262,0.0887,0.0000216,0.179,0.345,96.057,4
0nokJDMZpEnGbC09v5Fn6T,Love Song,マルシィ,49,FALSE,256.706,Love Song,2023/9/27,0.558,0.597,1,-6.533,1,0.0277,0.298,0,0.0731,0.528,78.047,4
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,88,FALSE,258.034,The Rise and Fall of a Midwest Princess,2023/9/22,0.61,0.65,6,-6.199,1,0.0474,0.399,0,0.11,0.507,106.719,4
3YgtkOxZsTuaZdL8McA1FQ,adore u,"Fred again.., Obongjayar",84,FALSE,220.653,adore u,2023/8/11,0.747,0.867,0,-7.311,1,0.088,0.582,0.00413,0.114,0.684,124.015,4
6wsqVwoiVH2kde4k4KKAFU,I KNOW ?,Travis Scott,93,TRUE,211.582,UTOPIA,2023/7/28,0.927,0.619,5,-4.441,0,0.0539,0.0186,0,0.104,0.817,117.995,4
5sdQOyqq2IDhvmx2lHOpwd,Super Shy,NewJeans,92,FALSE,154.666,NewJeans 'Super Shy',2023/7/7,0.776,0.817,5,-6.018,0,0.0748,0.18,0.0000344,0.146,0.515,149.921,4
2RLdkXSaiQjRbey5pvP8Kt,If We Ever Meet Again,Lim Young Woong,65,FALSE,274.386,IM HERO,2022/5/2,0.401,0.394,1,-6.655,1,0.0324,0.748,0,0.0993,0.327,129.74,4
7dTW21YAJxnAOiUh7Rtu9S,怪獣の花唄,Vaundy,75,FALSE,224.804,strobo,2020/5/27,0.335,0.943,2,-3.176,1,0.067,0.00334,0,0.324,0.64,75.093,4
0JcI7OdALbpSFkyKoufRYs,ロマンチシズム,Mrs. GREEN APPLE,73,FALSE,213.613,Attitude,2019/10/1,0.598,0.878,10,-3.144,1,0.0634,0.0038,0,0.0468,0.901,125.529,4
3JvrhDOgAt6p7K8mDyZwRd,Riptide,Vance Joy,83,FALSE,204.28,Dream Your Life Away (Special Edition),2014/9/9,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
0Ai6qtPfiEYGCqBGJYWD1W,Three Lions (Football's Coming Home),"Baddiel, Skinner & Lightning Seeds",62,FALSE,228.36,Three Lions,2010/6/7,0.55,0.699,3,-8.791,1,0.0295,0.0792,0,0.346,0.641,126.3,4
0cOMncRq4cmDLO4tPQnkBF,擱淺,Jay Chou,63,FALSE,238.133,七里香,2004/8/3,0.499,0.5,5,-7.189,1,0.0276,0.687,0.000726,0.141,0.127,122.686,4
6dUfUi14QkuIpGA0GFFPyC,Supersonic - 2014 Remaster,Oasis,64,FALSE,283.786,Definitely Maybe (Remastered),1994/8/29,0.361,0.911,9,-2.853,1,0.0405,0.0000606,0.00752,0.0891,0.643,103.999,4
2TE4xW3ImvpltVU0cPcKUn,Merry Christmas Everyone,Shakin' Stevens,88,FALSE,220.16,Merry Christmas Everyone,1991/11/25,0.534,0.904,9,-3.315,1,0.0369,0.129,0,0.128,0.96,202.899,4
4Yg2w0P29BBBMixyeNjDtj,Do They Know It's Christmas? - 1984 Version,Band Aid,89,FALSE,222.533,Do They Know It’s Christmas?,1984/11/25,0.598,0.643,0,-6.933,1,0.0364,0.164,0.0000335,0.0992,0.349,115.41,4
0dOg1ySSI7NkpAe89Zo0b9,Born in the U.S.A.,Bruce Springsteen,76,FALSE,278.68,Born In The U.S.A.,1984/6/4,0.398,0.952,4,-6.042,1,0.061,0.000373,0.0000775,0.1,0.584,122.093,4
4so0Wek9Ig1p6CRCHuINwW,White Christmas - 1947 Version,"Bing Crosby, Ken Darby Singers, John Scott Trotter & His Orchestra",90,FALSE,177.48,Holiday Inn (Original Motion Picture Soundtrack),1942/1/1,0.317,0.158,9,-16.485,1,0.0381,0.673,0.353,0.338,0.247,130.503,3
6jbYpRPTEFl1HFKHk1IC0m,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",73,TRUE,278.014,CHROMAKOPIA,2024/10/28,0.392,0.555,4,-6.707,0,0.039,0.287,0.000253,0.13,0.191,96.063,3
5oIVNm56t6OIf9ZjdEG3ud,Coincidence,Sabrina Carpenter,50,FALSE,164.202,Short n' Sweet,2024/8/23,0.418,0.815,9,-6.216,1,0.125,0.362,0,0.125,0.758,77.862,4
6aJn7Cst74cj4lNIiPRgav,Touch,KATSEYE,86,FALSE,129.882,Touch,2024/7/26,0.739,0.904,5,-2.655,0,0.0442,0.549,0.0000103,0.0948,0.788,167.033,4
21LCotDEwR7R8qOnqPVzi9,Evil,Eminem,73,TRUE,230.358,The Death of Slim Shady (Coup De Grâce),2024/7/12,0.823,0.829,3,-5.524,0,0.292,0.392,0,0.543,0.6,80.538,4
0hhzNPE68LWLfgZwdpxVdR,us. (feat. Taylor Swift),"Gracie Abrams, Taylor Swift",48,TRUE,242.666,The Secret of Us,2024/6/21,0.533,0.553,7,-6.486,1,0.0296,0.498,0,0.0911,0.391,102.043,4
2J194R0KIKbK7bTHfUHPDB,Boom Boom Bass,RIIZE,46,FALSE,152.889,RIIZING - The 1st Mini Album,2024/6/17,0.807,0.759,5,-4.24,0,0.0529,0.0194,0.0000091,0.145,0.83,117.014,4
6woV8uWxn7rcLZxJKYruS1,Hai Yorokonde,Kocchi no Kento,72,FALSE,161.632,Hai Yorokonde,2024/5/27,0.784,0.682,11,-11.627,0,0.0692,0.0763,0.000101,0.317,0.826,147.054,4
6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,Billie Eilish,58,FALSE,333.986,HIT ME HARD AND SOFT,2024/5/17,0.467,0.392,9,-9.355,1,0.0908,0.2,0.0174,0.106,0.313,145.104,4
2otdcgLtoowuQzlU0Cx827,夢幻,"MY FIRST STORY, HYDE",74,FALSE,241.156,夢幻,2024/5/13,0.426,0.929,1,-4.305,1,0.0962,0.00479,0,0.116,0.404,135.008,4
2PlsVMcOn6ujc2UEYs2Yat,Home,Lim Young Woong,56,FALSE,235.333,Warmth,2024/5/6,0.586,0.816,6,-4.513,1,0.0456,0.00921,0.00000108,0.081,0.407,128.021,4
6RSG1dKPV5gEvILwJb4QtS,loml,Taylor Swift,39,TRUE,277.156,THE TORTURED POETS DEPARTMENT,2024/4/18,0.613,0.262,0,-12.547,1,0.0385,0.866,0,0.109,0.197,97.92,4
1c6kkrWnpy68eYDfBdxNtF,Shopper,IU,59,FALSE,215.72,The Winning,2024/2/20,0.6,0.0423,0,-18.372,1,0.0518,0.949,0,0.301,0.311,75.732,4
1JrxwbZ9u0VNwemdcJwZNi,SOULSOUP,OFFICIAL HIGE DANDISM,56,FALSE,314.469,SOULSOUP,2023/12/13,0.507,0.939,11,-4.299,0,0.0882,0.00104,0,0.279,0.618,144.046,4
17cia5k4BpGVlyEfqrFH50,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,70,FALSE,205.483,The Hunger Games: The Ballad of Songbirds & Snakes (Music From & Inspired By),2023/11/17,0.518,0.368,11,-7.76,0,0.0353,0.855,0.0000049,0.119,0.234,141.934,4
2vPMoMDXxu9uX1igWZmXSG,New Romantics (Taylor's Version),Taylor Swift,80,FALSE,230.177,1989 (Taylor's Version),2023/10/26,0.651,0.855,5,-5.959,1,0.0538,0.0068,0.00000981,0.0759,0.698,121.98,4
1R0OkkgvpoIqA0XdU0YSp4,不喜歡沒有你的地方,Eric Chou,65,FALSE,227.269,不喜歡沒有你的地方,2023/10/20,0.412,0.235,7,-12.187,1,0.0346,0.793,0,0.346,0.414,107.907,4
1yeB8MUNeLo9Ek1UEpsyz6,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",92,TRUE,319.191,For All The Dogs,2023/10/6,0.645,0.729,2,-4.56,1,0.0528,0.0377,0,0.384,0.142,146.01,4
6rjuKpPydT2SxN15TZpV7r,500lbs,Lil Tecca,83,TRUE,144.39,TEC,2023/9/22,0.722,0.785,7,-5.451,0,0.0763,0.0942,0,0.119,0.529,122.986,4
602d2gJewoiF1FivuOMMwE,Disconnect,"Becky Hill, Chase & Status",81,TRUE,164.914,Disconnect,2023/7/14,0.504,0.976,0,-0.653,1,0.0946,0.00488,0.0000964,0.139,0.368,175.048,4
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,95,FALSE,176.579,Dance The Night (From Barbie The Album),2023/5/25,0.671,0.845,11,-4.93,0,0.048,0.0207,0,0.329,0.775,110.056,4
1vvcEHQdaUTvWt0EIUYcFK,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga",78,FALSE,175.802,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",2023/5/17,0.715,0.681,10,-4.25,0,0.113,0.129,0,0.152,0.277,84.924,4
5qyjy0xfsHNzWxvXkHVB85,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version","Jimin, JVKE, Fast & Furious: The Fast Saga, Kodak Black, NLE Choppa, Muni Long",69,FALSE,62.789,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) [Trailer Version]",2023/5/9,0.782,0.533,10,-7.677,0,0.263,0.369,0,0.111,0.215,84.985,4
3lVj9Znb5F2BpHMZmp1Id2,Shiroi Koibitotachi [2022 Remaster],Keisuke Kuwata,29,FALSE,282.466,Itsumo Dokokade,2022/11/23,0.412,0.749,7,-4.04,1,0.0313,0.396,0.000424,0.184,0.356,74.72,4
5m21ZR5lO6U0tp9KENxuCc,I'm a mess,MY FIRST STORY,73,FALSE,251.333,X,2022/8/24,0.485,0.946,6,-3.721,0,0.11,0.0068,0,0.289,0.621,130.059,4
0Eh0C7rpC5E0sPy4OcLdsq,我就想你,理想混蛋,66,FALSE,204.437,關掉 / 打開,2022/4/21,0.501,0.462,7,-7.102,1,0.0726,0.186,0,0.418,0.585,82.513,4
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,Coldplay,88,FALSE,242.373,Viva La Vida or Death and All His Friends,2008/5/26,0.486,0.617,5,-7.115,0,0.0287,0.0954,0.00000323,0.109,0.417,138.015,4
1tjji0FBo8iCrr9oHppV5i,Supersonic,Oasis,41,FALSE,283.733,Definitely Maybe,1994/1/1,0.389,0.873,9,-4.707,1,0.0346,0.0000453,0.00935,0.102,0.66,103.927,4
2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,82,FALSE,291.293,Whitney,1987/6/2,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4
35D1RA5uVFVhMc1qX80TaQ,Balloon (feat. Doechii),"Tyler, The Creator, Doechii",72,TRUE,154.261,CHROMAKOPIA,2024/10/28,0.437,0.868,6,-3.03,1,0.112,0.731,0,0.234,0.475,111.774,4
3aCPResPDNae3pXTocGpYe,LIL DEMON,Future,70,TRUE,139.196,MIXTAPE PLUTO,2024/9/20,0.863,0.754,11,-5.851,1,0.0611,0.00125,0,0.0913,0.301,131.001,4
0XkZmBCCcdMY0EPY8ij6Gb,Slim Pickins,Sabrina Carpenter,49,FALSE,152.195,Short n' Sweet,2024/8/23,0.619,0.542,2,-8.681,1,0.0529,0.288,0,0.151,0.308,99.824,4
34DtDWmIUacoop6Md298vE,Pump Up The Volume!,PLAVE,49,FALSE,179.386,Pump Up The Volume!,2024/8/20,0.66,0.787,1,-3.85,0,0.0668,0.00708,0,0.116,0.629,89.98,4
46cW6zufU9Woo11TLs2i6X,Angel Of My Dreams,JADE,42,FALSE,197.639,Angel Of My Dreams,2024/7/19,0.532,0.723,6,-5.776,0,0.0452,0.104,0.000227,0.27,0.379,127.906,4
0OA00aPt3BV10qeMIs3meW,Big Dawgs,"Hanumankind, Kalmi",89,TRUE,190.666,Big Dawgs,2024/7/9,0.464,0.745,4,-3.202,0,0.161,0.0235,0,0.363,0.262,180.098,4
3c9EsIo34kil8Oj1reaozB,American Nights,Zach Bryan,66,FALSE,218.933,The Great American Bar Scene,2024/7/4,0.57,0.678,6,-5.629,1,0.0598,0.0309,0.00000992,0.104,0.358,137.581,4
2iF0v1qgFjCFBhHTdscbVA,Young Man,"HYUKOH, 落日飛車 Sunset Rollercoaster",60,FALSE,257.286,Young Man,2024/7/3,0.658,0.732,9,-5.3,1,0.032,0.0139,0.00147,0.2,0.717,110.99,4
6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,Tommy Richman,85,TRUE,130.944,DEVIL IS A LIE,2024/6/14,0.904,0.452,9,-7.272,1,0.132,0.174,0,0.115,0.613,90.026,4
